timestamp,open,high,low,close,volume
1759533000000,1175.74,1176.99,1174.44,1176.91,933.8
1759533300000,1176.14,1179.06,1175.7,1177.81,925.187
1759533600000,1177.81,1181.22,1177.81,1179.29,1023.063
1759533900000,1179.17,1181.61,1179.0,1181.54,877.071
1759534200000,1180.49,1181.64,1178.51,1181.2,1651.951
1759534500000,1181.77,1184.0,1181.65,1183.97,1088.231
1759534800000,1184.81,1184.81,1183.18,1183.51,703.752
1759535100000,1183.84,1185.2,1183.74,1185.1,580.215
1759535400000,1183.64,1190.0,1183.64,1189.25,2140.785
1759535700000,1189.65,1190.0,1188.65,1189.39,1747.309
1759536000000,1189.4,1190.47,1185.0,1186.72,2004.72
1759536300000,1186.96,1189.6,1185.63,1185.89,1051.601
1759536600000,1185.65,1187.33,1185.0,1186.23,3178.149
1759536900000,1186.37,1186.49,1183.41,1184.3,2420.895
1759537200000,1184.72,1187.7,1184.11,1187.3,1102.091
1759537500000,1187.91,1188.0,1180.74,1180.98,1925.657
1759537800000,1180.07,1181.18,1178.0,1179.23,1327.673
1759538100000,1178.95,1178.97,1175.88,1176.64,2030.949
1759538400000,1177.42,1180.99,1176.87,1177.1,1801.871
1759538700000,1177.26,1177.26,1174.78,1174.9,1293.679
1759539000000,1174.82,1176.34,1174.35,1175.15,3930.768
1759539300000,1175.36,1176.83,1175.25,1176.83,619.991
1759539600000,1177.34,1179.95,1177.14,1178.91,1073.454
1759539900000,1177.26,1178.27,1176.32,1176.78,1036.997
1759540200000,1176.72,1176.72,1172.51,1173.14,2440.765
1759540500000,1173.09,1173.1,1171.07,1172.61,1310.408
1759540800000,1172.68,1172.99,1169.7,1169.7,995.878
1759541100000,1169.59,1170.26,1167.74,1168.63,2650.429
1759541400000,1169.19,1172.52,1168.91,1170.41,1653.688
1759541700000,1170.26,1170.26,1168.0,1168.05,1013.398
1759542000000,1166.33,1166.6,1164.2,1165.11,2137.304
1759542300000,1165.12,1167.45,1164.71,1166.0,1850.27
1759542600000,1165.26,1168.69,1164.0,1167.94,1770.77
1759542900000,1167.61,1171.88,1167.61,1170.53,1830.093
1759543200000,1171.04,1174.27,1169.56,1171.75,2705.304
1759543500000,1171.9,1175.35,1171.75,1173.51,1505.644
1759543800000,1172.97,1173.4,1170.03,1170.04,905.191
1759544100000,1170.04,1170.05,1166.0,1167.65,1595.663
1759544400000,1167.98,1168.12,1165.75,1166.53,925.627
1759544700000,1165.75,1168.87,1165.0,1167.67,968.244
1759545000000,1167.91,1169.18,1166.37,1166.85,634.269
1759545300000,1166.81,1167.79,1166.13,1167.52,478.165
1759545600000,1167.03,1171.16,1166.64,1170.85,1064.531
1759545900000,1170.89,1176.36,1170.04,1175.72,2221.955
1759546200000,1176.33,1176.81,1174.4,1175.13,1287.452
1759546500000,1175.12,1177.44,1174.91,1175.92,1386.216
1759546800000,1176.38,1180.82,1174.61,1174.82,2576.527
1759547100000,1174.79,1175.55,1173.66,1173.8,837.884
1759547400000,1173.95,1173.96,1170.03,1171.12,1075.631
1759547700000,1171.9,1174.08,1169.85,1173.58,607.082
1759548000000,1173.02,1175.0,1171.87,1173.32,727.23
1759548300000,1173.22,1174.78,1172.05,1174.66,842.799
1759548600000,1174.49,1176.07,1172.87,1175.98,910.947
1759548900000,1175.81,1176.05,1171.68,1171.82,681.109
1759549200000,1172.17,1172.56,1170.72,1171.16,517.181
1759549500000,1171.21,1171.26,1169.14,1169.56,722.613
1759549800000,1169.18,1170.74,1169.17,1169.48,427.94
1759550100000,1170.37,1172.22,1170.2,1170.23,1274.665
1759550400000,1170.39,1170.39,1167.3,1168.04,1194.541
1759550700000,1167.97,1173.55,1167.48,1172.17,1231.933
1759551000000,1171.57,1171.92,1171.0,1171.44,317.816
1759551300000,1171.49,1171.94,1170.19,1170.81,388.242
1759551600000,1170.31,1171.17,1169.71,1170.2,406.543
1759551900000,1170.2,1170.54,1168.82,1169.18,859.563
1759552200000,1169.17,1170.93,1169.0,1170.21,1110.303
1759552500000,1169.55,1170.83,1168.86,1168.95,739.142
1759552800000,1169.19,1173.62,1169.18,1173.35,956.29
1759553100000,1173.99,1175.29,1173.35,1174.12,1348.133
1759553400000,1173.64,1175.3,1172.75,1172.98,1261.667
1759553700000,1172.9,1174.53,1172.89,1173.42,594.495
1759554000000,1174.05,1176.73,1173.43,1175.49,1180.309
1759554300000,1175.51,1178.27,1175.5,1178.01,1206.208
1759554600000,1178.16,1181.2,1178.15,1180.89,1940.198
