timestamp,open,high,low,close,volume
1759533000000,4520.17,4520.17,4515.99,4518.38,605.331
1759533300000,4517.85,4521.14,4517.43,4521.1,544.1146
1759533600000,4521.1,4523.6,4518.0,4518.01,357.5
1759533900000,4518.97,4519.07,4516.97,4516.98,517.3933
1759534200000,4516.55,4516.56,4507.5,4515.68,2042.4975
1759534500000,4517.59,4522.13,4517.59,4522.13,419.5262
1759534800000,4523.01,4523.38,4517.32,4517.66,219.7365
1759535100000,4517.65,4520.0,4515.0,4515.42,177.8753
1759535400000,4514.2,4519.45,4512.75,4514.92,489.3314
1759535700000,4515.82,4515.82,4511.22,4511.22,911.9668
1759536000000,4512.88,4513.4,4506.5,4507.66,1056.2771
1759536300000,4506.52,4516.91,4506.52,4513.93,1619.5217
1759536600000,4514.55,4516.6,4511.29,4511.29,1018.8884
1759536900000,4508.7,4510.53,4507.65,4508.1,982.1957
1759537200000,4509.49,4510.22,4507.48,4509.81,574.2781
1759537500000,4510.21,4510.21,4497.84,4500.1,1923.4575
1759537800000,4497.23,4502.75,4495.4,4497.17,997.4327
1759538100000,4496.99,4501.02,4496.3,4498.21,470.2817
1759538400000,4495.91,4504.61,4495.25,4498.87,684.1513
1759538700000,4499.04,4503.49,4496.62,4496.76,601.1305
1759539000000,4496.75,4500.72,4496.41,4498.79,287.1612
1759539300000,4499.06,4501.37,4497.02,4499.0,272.9594
1759539600000,4501.45,4501.91,4497.04,4497.38,265.0756
1759539900000,4497.16,4498.47,4494.07,4495.97,321.2971
1759540200000,4496.42,4496.43,4487.54,4490.55,2662.6558
1759540500000,4491.77,4492.01,4488.27,4491.79,480.7933
1759540800000,4492.23,4493.69,4488.55,4489.11,432.1546
1759541100000,4489.55,4491.09,4487.27,4487.31,380.7702
1759541400000,4487.11,4492.37,4483.48,4488.54,691.003
1759541700000,4489.7,4489.7,4482.63,4486.08,844.9453
1759542000000,4485.65,4486.0,4483.2,4483.2,520.1513
1759542300000,4483.46,4484.29,4478.45,4479.67,583.4992
1759542600000,4470.08,4475.66,4470.08,4474.07,771.6136
1759542900000,4472.04,4478.47,4468.51,4478.47,1359.0745
1759543200000,4479.67,4487.62,4479.15,4486.78,573.5322
1759543500000,4486.21,4489.31,4480.65,4481.26,763.713
1759543800000,4479.16,4481.86,4470.7,4470.7,1089.7625
1759544100000,4473.57,4474.0,4463.17,4469.52,1901.0199
1759544400000,4469.73,4476.34,4468.64,4473.2,876.3993
1759544700000,4471.29,4480.09,4470.88,4479.39,2775.8391
1759545000000,4479.15,4480.32,4475.47,4479.07,539.9385
1759545300000,4479.66,4481.07,4477.17,4479.36,603.694
1759545600000,4479.36,4482.64,4478.46,4480.8,322.0461
1759545900000,4480.57,4483.93,4478.0,4482.6,468.2278
1759546200000,4483.0,4487.6,4482.79,4487.6,774.1621
1759546500000,4489.12,4489.12,4483.32,4483.32,329.0217
1759546800000,4484.77,4488.08,4477.68,4479.16,825.4233
1759547100000,4479.16,4479.66,4474.17,4476.1,935.4122
1759547400000,4476.16,4476.16,4470.92,4474.07,576.6066
